Hotel Name,Location,County or Region,Country,Hotel Description,Price Range,Amenities,Hotel Category,Contact Information,Website URL,Source URL
Afrique Suites Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/2521857449
Holiday Express Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,+256 414 253451,https://www.holidayexpresshotel.com/,https://www.openstreetmap.org/node/2521860685
Humura Resort Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,+256 414 700400,https://www.humurauganda.com/,https://www.openstreetmap.org/node/2521861216
The Prestige Hotel Suites,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,+256 717 820100,https://www.prestigehotelsuites.com/,https://www.openstreetmap.org/node/2521861883
Hotel Diplomate,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,"Plot 971, Muyenga Tank Hill, Diplomate Road, Kampala",No website available,https://www.openstreetmap.org/node/2526056773
Kyengera country resort,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/2534665826
888hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/2587178574
Bamako Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/2722108849
City Square Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/2722108856
Leisure Tec Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/2722108867
Athina Club House,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,"30, Windsor Cresent, Kampala",http://www.athinaclubhouse.com/,https://www.openstreetmap.org/node/3032234582
HBT Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3063735305
Chief of Hotels,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3114655884
Cassia Lodge,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,+256 755 777002,https://cassialodge.com/,https://www.openstreetmap.org/node/3176178427
Tristar Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3269327882
Villa Kololo,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,"31, Acacia Avenue, Kampala",https://www.villakololo.com/,https://www.openstreetmap.org/node/3376171424
Verona Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3380780755
Hotel Sojovalo,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3380790028
Hotel Barbados International,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3380791375
Elite Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,Masaka Road,No website available,https://www.openstreetmap.org/node/3384003097
Vision Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3385494718
Millennium Dynasty Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3385496681
KABz Hotel Ltd.,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3466159852
Fang Fang Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,https://www.fangfang.co.ug/,https://www.openstreetmap.org/node/3515440882
Grand Imperial Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,+256 414 311048,https://www.imperialhotels.co.ug/grandimperialoverview.html,https://www.openstreetmap.org/node/3515440883
Nob View Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,"Commercial Road, Kampala",No website available,https://www.openstreetmap.org/node/3528460770
Shangri-la Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,+256 772 222621; +256 772 222622,http://www.hotel-apartment-uganda.com/,https://www.openstreetmap.org/node/3625332061
Biraj International Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,+256 703 503541,http://www.birajhotel.com/,https://www.openstreetmap.org/node/3652954270
New City Annex Hotel (Heights City Annex Hotel),Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,"7, Dewinton Road, Kampala",No website available,https://www.openstreetmap.org/node/3662788569
SunCity Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,"46, William Street, Kampala",No website available,https://www.openstreetmap.org/node/3669330850
Pacific Hotel - Pacific Inn,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,"13, Nakivubo Road, Kampala",No website available,https://www.openstreetmap.org/node/3715754487
Lake Victoria Serena Resort,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,internet access,Unrated,+256 417 121000,https://www.serenahotels.com/serenalakevictoria/default-en.html,https://www.openstreetmap.org/node/3739606065
Mussy Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3757702396
Royal Impala,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,http://www.royalimpalahotel.com/,https://www.openstreetmap.org/node/3797024547
Astoria,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3813811827
JBK,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3813811828
Somali Guesthouse,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3813890192
KK Trust,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,"8A, Namirembe Road, Kampala",No website available,https://www.openstreetmap.org/node/3813890577
Victory,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3813890783
Crystal Valley Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3851733973
Biyem Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3851857892
Mount Zion,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,+256 312 800 800 / +256 414 343 888,https://mtzionhotel.co.ug/,https://www.openstreetmap.org/node/3931930652
Bonita Inn,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3932012106
Kingdom Kampala Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3942900642
Kasalina Gardens Serviced Apartments,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,"+256 752 612523 ,+256 774 160956",https://www.kasalinagardens.com/,https://www.openstreetmap.org/node/3979609441
Namirembe Lodge - Namirembe Inn,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3981118373
Selam Inn,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3981118625
Tagy Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,0414-236510,No website available,https://www.openstreetmap.org/node/3981118748
Already Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3982514392
Kaalo,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3984123970
Brig Kasirye Ggwanga's Residence,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,+256 703 779477,kasiryeggwanga.ug,https://www.openstreetmap.org/node/3984235910
Nican Resort,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,+256 772 529959,https://www.nicanresort.com/,https://www.openstreetmap.org/node/3994157573
The Galaxy Gardens,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/3996527081
Jagyar Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/4003590496
Sals Hotel,Kampala,Central Region,Uganda,A hotel located in Kampala.,Check website,No amenities listed,Unrated,No contact information available,No website available,https://www.openstreetmap.org/node/4018004018
